zone_id,ndvi_mean,ndvi_std,sar_vv_mean,sar_vh_mean,lst_mean,rain_mean
2722,0.3833,0.0637,-9.9101,-16.1879,31.5267,973.9106
2723,0.4384,0.0394,-10.2427,-16.0671,32.2869,971.6022
2724,0.3738,0.0622,-9.6123,-15.8965,32.1746,968.9912
2725,0.33,0.0714,-10.3084,-16.7657,31.3237,966.1018
2726,0.4354,0.0464,-10.3755,-16.0692,31.0029,962.9615
2727,0.4341,0.0503,-8.2408,-13.5561,30.6073,959.6005
2728,0.4222,0.0443,-9.858,-16.4116,30.943,956.0516
2729,0.3538,0.0474,-8.9423,-14.8204,31.0475,952.3504
2730,0.3579,0.0732,-8.0377,-14.9902,31.0175,948.5342
2731,0.3861,0.042,-7.9287,-14.666,30.9199,944.6421
2732,0.3632,0.0443,-7.885,-14.1794,31.8249,940.7148
2733,0.323,0.0766,-8.1429,-13.5754,32.7297,936.7938
2734,0.2651,0.0667,-7.6754,-14.0648,32.4128,932.9212
2735,0.3256,0.0867,-7.0325,-13.4406,31.8127,929.1397
2736,0.3554,0.0581,-7.6759,-13.6579,32.7786,925.4915
2737,0.2556,0.0673,-9.3808,-15.3622,32.5513,922.0184
2738,0.3207,0.0603,-8.2406,-14.6331,32.4997,918.7612
2739,0.3003,0.0724,-7.1804,-12.1873,32.6487,915.7594
2740,0.3093,0.0519,-8.1734,-14.3061,32.7811,913.0507
2741,0.307,0.084,-6.3254,-12.2686,33.4844,910.6709
2742,0.2377,0.0822,-7.6384,-13.8393,33.3705,908.653
2743,0.1948,0.0801,-7.5035,-13.2835,33.041,907.0275
2744,0.2329,0.0786,-6.674,-12.0565,33.1997,905.8215
2745,0.2854,0.075,-7.741,-12.9091,34.0317,905.059
2746,0.2247,0.0968,-7.4937,-13.8748,34.2805,904.76
2747,,0.0762,-6.9748,-12.4244,34.0015,904.9407
2748,0.1693,0.0984,-8.9505,-14.6757,33.6655,905.6133
2749,0.3117,0.1191,-8.0986,-13.6113,35.2383,906.7856
2750,0.2752,0.1138,-7.3233,-13.3693,35.24,908.4609
2751,0.2747,,-8.0685,-14.162,33.5382,910.6381
2752,0.2854,0.0925,-7.0986,-12.6307,35.6315,913.3116
2753,0.2738,0.1051,-9.7009,-15.2235,34.7819,916.4711
2754,0.2461,0.1002,-9.9748,-15.1919,35.0821,920.1018
2755,0.2557,0.085,-8.2034,-14.1041,35.6923,924.1843
2756,0.2527,0.1069,-8.3349,-14.3883,36.0221,928.6952
2757,0.3838,0.1024,-9.401,-16.631,35.6328,933.6065
2758,0.3104,0.1255,-9.1537,-15.9593,35.1553,938.8864
2759,0.2804,0.0992,-9.1122,-15.3093,34.1439,944.4992
2760,0.4664,0.0997,-9.9928,-16.5434,32.8942,946.34
2761,0.4054,0.0691,-9.9989,-15.5918,34.5285,949.9143
2762,0.5045,0.0705,-9.3734,-16.0284,34.6854,953.4576
2763,0.4167,0.0898,-8.8926,-15.1432,33.2579,956.934
2764,0.4623,0.0923,-10.6367,-16.8677,33.4409,960.3076
2765,0.4842,0.0659,-9.9467,-15.3443,33.1154,963.5437
2766,0.4565,0.0757,-10.063,-16.3671,32.9391,966.6086
2767,0.4445,0.0568,-9.6062,-15.38,33.7683,969.4701
2768,0.4408,0.0691,-10.0131,-15.9153,33.0842,972.098
2769,0.4378,0.0792,-10.4999,-16.0482,32.6434,974.4642
2770,0.4167,0.0618,-9.1118,-14.6867,34.2027,976.5429
2771,0.4213,0.0619,-10.579,-16.5958,31.5762,978.3112
2772,0.4978,0.0493,-10.4071,-17.2552,32.5975,979.7492
2773,0.4333,0.0531,-11.4605,-17.5764,31.4761,980.84
2774,0.4051,0.0801,-10.7597,-16.7697,31.8546,981.5702
2775,0.4143,,-9.7646,-15.6216,31.8901,981.93
2776,0.4771,0.0436,-9.8967,-16.2655,32.1694,981.9131
2777,0.4577,0.0503,-9.6362,-15.0658,31.3791,981.5171
2778,0.4503,0.0336,-9.6247,-15.6179,31.2016,980.7434
2779,0.4143,0.0395,-8.3323,-14.7926,31.1543,979.5972
2780,0.4438,0.0671,-10.5255,-16.7546,30.5889,978.0876
2781,0.3908,,-11.1358,-16.1715,31.5474,976.2275
2782,0.4013,0.0723,-10.5828,-16.2506,31.2849,974.0334
2783,0.4451,,-10.1973,-15.673,31.3429,971.5254
2784,0.4354,0.0489,-10.2968,-16.8176,31.0237,968.7271
2785,0.3548,0.0573,-9.3176,-15.6621,30.9516,965.6652
2786,0.353,0.018,-8.2591,-14.5998,31.793,962.3696
2787,0.3843,,-7.893,-13.8008,31.7393,958.8727
2788,0.4413,0.0511,-8.5811,-14.6681,32.0318,955.2096
2789,0.2877,0.0706,-7.1293,-13.3741,31.4807,951.4174
2790,0.3671,0.0657,-8.9848,-15.1668,32.16,947.5351
2791,0.2924,0.0421,-9.8643,-16.2613,31.2062,943.6031
2792,0.3133,0.0723,-7.5773,-13.6672,31.4581,939.6631
2793,0.3153,0.0562,-9.7569,-15.2003,32.4325,935.7574
2794,0.3043,0.0505,-8.7627,-15.5193,32.3712,931.9286
2795,0.291,0.066,-7.6233,-13.45,31.8521,928.2193
2796,0.304,0.0635,-8.0116,-13.3216,31.5698,924.6716
2797,0.2739,0.0868,-7.9841,-14.0757,32.2547,921.3268
2798,0.2288,,-8.6903,-14.9548,32.1523,918.2248
2799,0.3108,0.0758,-7.6828,-13.2207,33.7889,915.4041
2800,0.3026,0.0866,-6.815,-13.3071,33.4043,912.9007
2801,0.2996,0.0915,-7.5621,-13.5735,32.6839,910.7487
2802,0.1983,0.0903,-8.2199,-14.7398,32.7109,908.9792
2803,0.2667,0.1004,-8.5495,-15.4845,33.0626,907.6202
2804,0.2774,0.0931,-8.2137,-14.2897,33.3814,906.6965
2805,0.2057,0.0901,-7.286,-13.9177,33.7973,906.2291
2806,0.2447,0.1052,-7.3783,-13.3841,34.7384,906.2352
2807,0.2381,0.0913,-8.3664,-13.8089,33.6521,906.7278
2808,0.316,0.0947,-9.5868,-14.6597,35.7563,907.7158
2809,0.3199,0.1168,-7.5934,-13.5466,33.9539,909.2036
2810,,0.1171,-8.7772,-14.2676,33.7969,911.1911
2811,0.3473,0.099,-7.6551,-13.4557,35.7617,913.6736
2812,0.215,0.0948,-8.9754,-15.1669,35.6306,916.6421
2813,0.296,0.1187,-9.3405,-16.3029,34.7991,920.0827
2814,0.302,,-8.6216,-13.8084,35.1887,923.9772
2815,0.2309,0.1062,-7.0648,-13.5894,35.2352,928.3029
2816,0.2992,0.0988,-8.5697,-13.8784,35.0841,933.033
2817,0.285,0.1066,-9.2874,-15.019,34.214,938.1366
2818,0.3223,0.1022,-9.3443,-15.8323,33.4714,943.5788
2819,0.3212,0.094,-11.2728,-17.1168,34.4013,949.3215
2820,0.4918,0.0856,-10.3032,-15.2368,35.1365,949.0267
2821,0.4455,0.0857,-11.5063,-16.7384,35.0378,952.7035
2822,0.4347,0.0764,-8.205,-14.4614,33.6328,956.3215
2823,0.4844,0.09,-8.4564,-14.8124,33.0696,959.8444
2824,0.4631,0.0927,-9.4501,-15.4,33.6562,963.2363
2825,0.4688,0.0869,-9.7376,-15.8204,33.5898,966.4628
2826,0.4126,0.0699,,-16.5626,33.5176,969.4907
2827,0.3972,0.0802,-10.1651,-15.7953,31.4673,972.2888
2828,0.416,0.07,-8.6159,-15.4621,34.7018,974.828
2829,0.4136,0.0521,-9.9957,-15.7663,33.3093,977.0816
2830,0.4695,0.0729,-10.5933,-16.6828,32.3346,979.0254
2831,0.4764,0.0646,-11.5777,-17.5592,31.8485,980.6385
2832,0.4304,0.092,-9.085,-14.9605,,981.9031
2833,0.4927,0.0765,-10.251,-15.6516,32.2447,982.8045
2834,0.4887,0.0658,-11.5932,-17.1043,31.8477,983.3318
2835,0.4419,0.0586,-10.9071,-17.282,31.9219,983.4779
2836,0.397,0.0561,-11.1565,-17.1858,31.4449,983.2393
2837,0.4902,0.0408,-10.1935,-16.4178,31.6317,982.6163
2838,0.4215,0.0309,-9.863,-16.7039,31.7184,981.6132
2839,0.4253,0.0404,-10.3596,-16.4143,31.3954,980.2382
2840,0.4024,0.0496,-9.2517,-14.3293,31.2869,978.5032
2841,0.3757,0.0245,-9.7152,-16.5712,31.8878,976.4241
2842,0.3472,0.0429,-8.8229,-14.8349,30.0511,974.0202
2843,0.4255,0.0465,-9.8435,-15.8716,30.5061,971.3143
2844,0.3625,0.0471,-6.9982,-12.8543,30.9946,968.3327
2845,0.5095,0.0422,-9.7557,-16.237,30.5532,965.1045
2846,0.3365,0.0467,-9.8907,-16.6032,30.7846,961.6619
2847,0.322,0.0725,-9.8488,-16.5381,31.8444,958.0394
2848,0.3848,,-9.0536,-14.3881,31.0499,954.2739
2849,0.4173,0.0475,-10.1166,-16.6079,30.1267,950.4042
2850,0.3502,,-8.362,-14.6118,,946.4707
2851,0.3619,0.0572,-9.981,-14.9287,31.4785,942.5148
2852,0.2565,0.0502,-8.1907,-14.5578,31.5998,938.579
2853,0.2944,0.0523,-9.2701,-15.0989,32.0556,934.706
2854,0.2698,0.0758,-8.3708,-13.8389,32.1648,930.9386
2855,0.2284,0.061,,-12.9601,31.9659,927.3193
2856,0.3005,0.0553,-6.005,-12.6708,31.5114,923.8896
2857,0.1981,0.0704,-8.6197,-14.9763,32.1482,920.6901
2858,0.2273,0.0748,-7.8002,-13.6491,32.2305,917.7595
2859,,0.0523,-8.1968,-13.2323,32.6282,915.1348
2860,0.2333,0.078,-8.2677,-14.6485,33.4111,912.8506
2861,0.2765,0.0914,-8.115,-14.3618,33.4361,910.9386
2862,0.2677,0.0889,-6.8732,-12.6634,33.8834,909.4278
2863,0.2868,0.1127,-7.931,-13.6212,33.3501,908.3437
2864,0.2777,0.1033,-5.7686,-11.4285,34.6715,907.7083
2865,0.2907,0.1078,-7.2823,-13.7055,34.3485,907.5397
2866,0.2435,0.1261,-8.4899,-14.756,34.1812,907.8519
2867,0.2552,0.1036,-8.0618,-13.954,34.6338,908.6548
2868,0.2642,0.0982,-8.5157,-13.8845,34.0115,909.9538
2869,0.2511,0.1095,-7.3588,-13.4781,33.2827,911.7498
2870,0.2325,0.0925,-9.4528,-15.4639,34.2993,914.0394
2871,0.2392,0.1017,-9.3747,-15.8876,35.2102,916.8143
2872,0.225,0.0936,-8.9515,-14.0199,34.8902,920.0618
2873,0.281,0.1068,-8.1231,-14.046,34.8213,923.7648
2874,0.268,0.0947,-7.8878,-13.349,34.4362,927.9016
2875,0.254,0.0946,-7.9865,-13.9716,33.7925,932.4464
2876,0.2639,0.1078,-8.894,-14.8513,35.8209,937.3692
2877,0.2529,0.101,-9.6193,-16.3695,34.8201,942.6362
2878,0.3524,0.079,-9.1588,-16.2342,34.6447,948.21
2879,0.3293,0.084,-10.9559,-16.3299,34.4357,954.0499
2880,0.4063,0.0686,-10.9442,-16.9052,,951.9753
2881,0.4721,0.0701,-9.2112,-15.108,34.3531,955.7283
2882,0.4166,0.0839,-10.4555,-17.08,33.0971,959.3938
2883,0.3822,0.0797,-9.7908,-16.2423,34.2194,962.9352
2884,0.479,0.0879,-9.7262,-15.195,33.2684,966.3171
2885,0.4164,0.0821,-9.7013,-14.8312,32.8173,969.5055
2886,0.4214,0.0839,-9.2208,-15.5314,32.8305,972.4683
2887,0.4392,0.0763,-9.3687,-15.0329,32.3566,975.1753
2888,0.4831,0.0694,-9.9327,-15.8377,31.8525,977.5987
2889,0.4378,0.078,-10.4868,-16.5471,32.9296,979.7136
2890,0.3886,0.0738,-10.0806,-15.1547,32.1526,981.4977
2891,0.4575,0.0654,-10.6659,-16.8925,32.4804,982.9323
2892,0.4153,0.0743,-10.356,-15.7356,32.1134,984.0017
2893,0.5089,0.0291,-8.1015,-13.9108,32.1086,984.6939
2894,0.4315,,-10.0345,-16.0429,30.3996,985.0007
2895,0.34,0.0506,-9.791,-15.105,30.9655,984.9175
2896,0.4411,0.0668,-10.6734,-16.5283,31.6978,984.4438
2897,,0.0707,-9.2376,-15.2859,30.4755,983.5829
2898,0.483,0.0336,-9.3774,-14.6877,,982.342
2899,0.4891,0.0672,-9.2915,-14.6668,30.2198,980.7323
2900,0.3704,0.0358,-9.6415,-15.0405,30.9957,978.7686
2901,0.4424,0.0359,-8.8832,-16.8271,31.901,976.4696
2902,0.3714,0.0468,-8.5805,-14.3604,,973.8574
2903,0.403,0.046,-9.2499,-15.1439,29.7779,970.9575
2904,0.3364,0.0316,-9.439,-15.4565,31.4022,967.7987
2905,0.3544,0.0587,-8.4964,-14.1915,32.0101,964.4125
2906,0.3456,0.06,-9.7953,-15.665,32.6374,960.8331
2907,0.4007,0.0657,-9.5031,-15.1642,31.305,957.0971
2908,0.3886,,,-14.9604,30.2801,953.2429
2909,0.3592,,-10.0321,-15.283,31.4556,949.3108
2910,0.2855,0.0573,,-13.4444,32.2648,945.3422
2911,0.3184,0.0798,-9.1268,-14.8555,31.3228,941.3794
2912,0.2923,0.0276,-8.5994,-14.3526,32.203,937.4654
2913,0.3482,0.0523,-8.2657,-13.687,31.2285,933.6431
2914,0.352,0.0662,-7.9451,-13.4343,32.1222,929.9552
2915,0.3388,0.0555,-8.1433,-14.1997,30.5815,926.4437
2916,0.2584,0.0679,-7.8261,-13.3309,31.6898,923.1494
2917,0.1714,0.072,-7.737,-13.65,32.4477,920.1117
2918,0.2032,0.0682,-7.9788,-13.0203,32.4293,917.3681
2919,0.3242,0.0794,-8.1876,-13.6387,32.0658,914.9537
2920,0.2454,0.0887,-6.6688,-12.9816,32.7461,912.9011
2921,0.2262,0.0808,-9.2004,-14.035,33.4424,911.24
2922,0.3176,0.0806,-7.683,-14.7341,33.3886,909.9967
2923,0.2991,0.0864,-7.9146,-13.5959,33.6678,909.1942
2924,0.2469,0.0905,-7.2451,-13.5932,34.2545,908.8513
2925,0.2327,0.0718,-8.8041,-13.863,33.7848,908.9831
2926,0.2387,0.1001,-8.121,-13.9946,34.9712,909.6004
2927,0.2537,0.091,-7.9032,-14.3001,33.7151,910.7098
2928,0.3104,0.1131,-7.0847,-13.2179,35.6047,912.3131
2929,0.2662,0.1064,-7.813,-14.17,35.2398,914.4079
2930,0.2824,0.1146,-9.1814,-15.3343,34.466,916.9871
2931,0.3055,0.0894,-8.7972,-14.9615,34.5959,920.0391
2932,0.2184,0.0978,-7.8865,-14.2621,34.9647,923.5476
2933,0.303,0.0878,-9.7583,-15.6233,35.2513,927.4922
2934,0.2698,0.0945,-9.0756,-14.88,35.58,931.848
2935,0.1909,0.118,-9.2458,-15.744,34.1291,936.5861
2936,0.2174,,-9.7821,-16.6113,35.1849,941.6736
2937,0.2738,0.0886,-7.559,-13.4035,33.62,947.074
2938,0.3487,0.0962,-10.2929,-16.0269,34.7296,952.7474
2939,0.3459,0.0999,-9.853,-15.4878,35.633,958.651
2940,0.4456,0.0875,-10.1438,-15.8682,32.9992,955.1543
2941,0.5156,0.0576,-9.1999,-14.4135,32.7423,958.9556
2942,0.3864,0.0577,-9.0144,-14.5158,33.6761,962.6398
2943,0.4358,0.0808,,-14.9266,34.2091,966.1707
2944,0.449,0.0496,-9.9201,-14.3698,33.3976,969.5134
2945,0.4073,0.0656,-10.6664,-17.5455,31.8799,972.6349
2946,0.4378,,-10.9321,-18.0307,31.8294,975.5041
2947,0.3726,0.0718,-9.2449,-15.2486,32.7126,978.0922
2948,0.4927,0.0631,-10.5657,-16.3136,31.761,980.3732
2949,0.4086,0.0584,-12.091,-18.1289,32.3668,982.324
2950,0.5165,0.071,-8.774,-14.4222,32.2223,983.9246
2951,0.433,0.0624,-10.8422,-16.9773,31.6361,985.1584
2952,0.4741,0.0495,-10.3992,-16.7461,32.8512,986.0124
2953,0.4292,0.0562,-8.8779,-15.1494,31.9578,986.4772
2954,0.428,0.0589,-10.2794,-16.3795,32.182,986.5474
2955,0.4033,0.0736,-10.2588,-15.837,,986.2214
2956,0.4284,0.0614,-11.0595,-17.3028,,985.5015
2957,0.4328,0.0656,-11.3207,-17.4652,30.9701,984.3941
2958,0.3847,0.043,-10.0693,-15.7842,30.8153,982.9093
2959,0.4064,0.0436,-9.5573,-15.6567,31.3263,981.0612
2960,0.3819,0.0468,-9.5034,-14.945,30.4688,978.8677
2961,0.4927,0.0479,-10.0227,-16.4824,31.8536,976.3503
2962,0.3909,0.0378,-9.5021,-16.0703,30.3492,973.5337
2963,0.4497,0.0655,-10.8606,-16.7083,30.9227,970.446
2964,0.373,0.0616,-8.8885,-14.6864,30.6728,967.1183
2965,0.3837,0.0483,-8.988,-15.4204,30.5752,963.5844
2966,0.3127,0.0608,-7.3948,-12.723,32.2032,959.8805
2967,0.3395,0.0571,-8.8222,-13.8597,30.7089,956.0446
2968,0.3574,0.0646,-9.4362,-15.7501,30.8797,952.117
2969,0.4039,0.0416,-8.5778,-13.8341,30.7713,948.1387
2970,0.3406,0.0579,-8.6575,-15.8485,31.3176,944.1523
2971,0.3784,0.061,-7.9102,-13.3721,31.3703,940.2006
2972,0.34,0.0714,-8.1056,-14.5345,30.9113,936.3267
2973,0.371,0.0587,-9.0125,-14.5244,31.4922,932.5735
2974,0.2952,0.0386,-9.2003,-15.681,32.2873,928.9833
2975,0.3852,0.0581,-7.5801,-13.6143,32.7215,925.5973
2976,0.2626,0.0729,-6.5956,-13.0006,32.3108,922.4553
2977,0.2442,0.0769,-7.5646,-13.6716,32.5284,919.5954
2978,0.2199,0.0989,-6.9192,-12.0042,32.4767,917.0533
2979,0.3557,0.0882,-6.7181,-12.7721,32.5938,914.8623
2980,0.2901,0.0847,-7.2913,-12.2362,32.5453,913.0528
2981,0.2396,0.0858,,-14.3443,,911.6519
2982,0.2994,0.1017,-7.3579,-12.612,33.0707,910.6833
2983,0.2744,0.0836,-6.5826,-13.3955,34.2241,910.1669
2984,0.324,0.0911,-7.1785,-13.3218,33.6085,910.1188
2985,0.183,0.0817,-7.0781,-13.3462,33.8274,910.5506
2986,0.2349,0.1135,-8.141,-13.3721,33.9761,911.4699
2987,0.2288,0.1028,-8.0467,-13.954,35.0895,912.8797
2988,0.1713,0.091,-8.1127,-15.1567,33.9182,914.7785
2989,0.2968,0.0993,-8.2099,-14.865,34.7581,917.1603
2990,0.2489,0.1078,-7.403,-13.9093,34.65,920.0146
2991,0.2958,0.0994,-10.3997,-15.9327,34.8126,923.3263
2992,0.3682,0.0965,-8.6971,-14.2946,34.9799,927.0758
2993,0.2685,0.0953,-8.9979,-15.1481,34.9087,931.2393
2994,0.2758,0.1073,-10.256,-16.5302,,935.7891
2995,0.3084,0.0987,-8.8557,-14.4975,34.8762,940.6931
2996,0.3552,0.0971,-10.2149,-16.7797,35.9179,945.9159
2997,,0.0858,-10.1691,-15.9402,34.8537,951.4186
2998,0.3174,0.1019,-8.6562,-14.47,33.7392,957.159
2999,0.3997,0.0977,-9.5806,-15.7179,,963.0923
3000,0.4515,0.0747,-9.1321,-14.9332,33.9528,958.5295
3001,0.3542,0.0791,-9.3772,-15.3261,33.5778,962.3496
3002,0.3869,0.0838,-9.9004,-15.6517,33.234,966.0227
3003,0.4959,0.0813,-8.2514,-14.9184,31.9449,969.5133
3004,0.452,0.0775,-9.2856,-14.9783,31.8634,972.7873
3005,0.4055,0.0659,-10.5963,-16.083,33.8337,975.8127
3006,0.4292,0.0599,-11.1778,-17.0173,32.3052,978.56
3007,0.4364,0.0522,-9.656,-15.3554,33.0466,981.002
3008,0.465,0.0556,-10.1957,-16.2506,31.3174,983.1146
3009,0.3807,0.0611,-11.3245,-16.8788,31.4661,984.877
3010,0.4005,0.0496,-9.8569,-15.8243,32.3214,986.2713
3011,0.4439,0.0585,-10.421,-16.995,31.6794,987.2837
3012,0.4274,0.0441,-9.7744,-15.3642,31.8986,987.9037
3013,0.4523,0.0344,-9.8254,-16.6424,31.413,988.1248
3014,0.3778,0.0629,-10.6319,-16.4905,31.1533,987.9446
3015,0.4383,0.0463,-9.5921,-15.7843,30.7397,987.3642
3016,0.4642,0.0411,-10.4368,-16.6608,30.3154,986.3892
3017,0.4361,0.0373,-10.312,-16.226,31.7731,985.0289
3018,0.4177,0.0551,-10.3065,-16.6612,31.7881,983.2965
3019,0.4032,0.0662,-8.8794,-14.6233,30.1583,981.209
3020,0.3681,0.0449,-9.9013,-15.8729,30.071,978.7871
3021,0.3925,0.0474,-8.462,-14.7706,30.4955,976.055
3022,0.4392,0.0633,-8.0076,-13.3385,,973.0402
3023,0.3771,0.0294,-9.8925,-15.7902,30.594,969.7731
3024,0.3388,0.0757,-11.4997,-17.1843,,966.287
3025,0.3469,0.0825,-8.1842,-13.4759,30.7495,962.6177
3026,0.3665,0.0221,-9.1474,-14.4473,30.7766,958.803
3027,0.3352,0.0549,-9.4198,-15.1299,32.3777,954.8828
3028,0.361,0.0492,-9.0513,-15.2026,30.7167,950.8982
3029,0.3539,0.0566,-8.768,-15.4829,32.1343,946.8914
3030,0.3599,0.0568,-7.2584,-13.155,,942.9053
3031,0.3726,0.0737,-8.034,-13.4867,31.7351,938.9832
3032,0.347,,-7.0085,-12.8314,30.4382,935.1682
3033,0.2615,0.0578,,-15.2451,31.7853,931.5026
3034,0.2547,0.0691,-8.0593,-13.6243,31.6403,928.0282
3035,0.2802,0.0799,-8.0305,-13.5648,32.1518,924.7851
3036,0.2581,0.0621,-7.1893,-13.3399,31.699,921.8119
3037,0.224,0.0591,-6.9179,-12.4237,32.9919,919.1448
3038,0.246,0.1053,-6.729,-12.415,33.3332,916.8179
3039,0.2395,0.0761,-7.7055,-14.0483,33.6488,914.8621
3040,0.2272,0.0846,-7.3445,-12.7089,32.9207,913.3055
3041,0.238,0.0838,-7.0251,-13.6588,32.7142,912.1725
3042,0.2952,0.0974,-7.8269,-13.8556,33.7555,911.4839
3043,0.2545,0.1142,-8.4753,-14.5538,34.7855,911.2565
3044,0.3449,0.1019,-8.2802,-14.6929,33.9519,911.5033
3045,0.2534,0.0785,-7.9161,-13.7642,34.3492,912.2326
3046,0.2368,,-7.3015,-12.6463,34.0919,913.4484
3047,,0.0949,-6.9515,-12.3276,34.0717,915.1505
3048,0.2656,0.0976,-9.1897,-14.8279,34.8941,917.3337
3049,0.2781,0.0812,-8.7468,-15.5947,34.5439,919.9887
3050,0.3503,0.1124,-8.736,-15.4039,34.9399,923.1014
3051,0.2411,0.0901,-8.0102,-13.9271,35.0734,926.6534
3052,0.3181,0.1213,-9.2787,-15.2958,35.0285,930.622
3053,0.302,0.1252,-9.4226,-15.6717,35.185,934.9802
3054,0.2419,0.1002,-10.4417,-15.489,34.3475,939.6974
3055,0.3477,0.108,-9.1673,-15.1144,34.2983,944.7388
3056,0.3807,0.0873,-9.9318,-15.6606,34.7868,950.0666
3057,0.3097,0.1087,-10.5791,-16.0851,34.745,955.6396
3058,0.3585,0.0941,-10.519,-16.4915,34.365,961.4138
3059,0.3054,0.0857,,-14.3698,34.724,967.3427
3060,0.3847,0.0731,-10.4549,-16.9251,34.1095,962.0639
3061,0.477,0.0691,-10.4126,-16.7157,34.1075,965.8723
3062,0.4165,0.0688,-8.8217,-15.2931,34.0646,969.5039
3063,0.391,0.0821,-9.8417,-15.0604,32.2443,972.9239
3064,0.4447,0.0593,-9.4387,-15.0376,32.1466,976.0995
3065,0.4148,0.0875,-9.7174,-15.9894,32.479,979.0
3066,0.4168,0.0488,-10.1224,-16.5543,32.5082,981.5975
3067,0.465,0.0821,-10.4181,-15.7256,32.1251,983.867
3068,0.3886,0.0486,-9.5087,-15.3278,31.7473,985.7864
3069,0.3981,0.059,-9.2669,-14.5616,31.7114,987.3371
3070,0.4394,,-9.3399,-15.3699,32.0055,988.5042
3071,,0.0516,-11.1532,-16.8975,30.7472,989.2761
3072,0.4795,0.064,-9.1454,-14.9953,32.7901,989.6455
3073,0.401,0.0711,-10.4467,-16.7588,31.2471,989.6088
3074,0.4622,0.0663,-10.7221,-16.7941,31.7281,989.1664
3075,0.39,0.0463,-10.1978,-16.79,30.6268,988.3226
3076,0.4906,0.0527,-9.3288,-15.0818,31.212,987.0861
3077,0.3677,0.0407,-9.4802,-15.0996,30.8365,985.4691
3078,0.4613,0.0379,-10.0238,-15.5288,31.217,983.4878
3079,0.3764,0.0361,-9.0453,-14.712,,981.1623
3080,0.4772,0.0448,-9.4892,-15.5533,31.5418,978.5158
3081,0.4138,0.0535,-9.9362,-15.1602,29.6982,975.5753
3082,0.3425,0.0283,-9.9131,-15.467,31.1652,972.3706
3083,0.3549,0.0516,-8.881,-14.1867,30.6884,968.9346
3084,0.3993,,-9.1326,-14.407,30.0472,965.3025
3085,0.4021,0.0681,-10.0211,-16.0839,31.8895,961.5119
3086,0.3488,0.0492,-8.0953,-13.9013,31.9063,957.6022
3087,0.3449,0.0411,-9.0095,-14.6222,29.6494,953.6144
3088,0.3649,0.0653,-7.2055,-13.7801,31.1136,949.5906
3089,0.3311,0.0341,-9.4591,-16.0226,31.5608,945.5737
3090,0.2655,0.0774,-8.344,-14.9936,31.5472,941.607
3091,0.2762,0.0638,-8.6292,-14.6832,32.3498,937.7336
3092,0.3098,0.0908,-8.7281,-14.8947,32.3956,933.9962
3093,0.341,0.0505,-8.2262,-14.944,31.9513,930.4368
3094,0.3494,0.0848,-6.3214,-12.2467,33.3484,927.096
3095,0.3088,0.0752,-7.5378,-13.5856,32.7413,924.0127
3096,0.2825,0.075,-8.2156,-13.6245,32.1708,921.2237
3097,0.295,0.065,-8.991,-13.9846,32.2559,918.7637
3098,0.2332,0.0911,-8.8686,-14.6403,33.5404,916.6642
3099,0.2493,0.0945,-7.9024,-14.2507,32.5252,914.9541
3100,0.2189,0.1102,-7.981,-13.6576,32.9591,913.6586
3101,0.1993,0.1031,-7.6739,-13.6693,33.2607,912.7993
3102,0.261,0.086,-9.3533,-15.4733,33.8108,912.3941
3103,0.2546,0.083,-7.6701,-14.1009,33.666,912.4566
3104,0.2753,0.0804,-6.8562,-13.0884,33.1663,912.9963
3105,0.2713,0.1161,,-12.5709,34.8163,914.0183
3106,0.2621,0.0905,-9.4176,-15.0155,34.0254,915.5232
3107,0.2787,0.1188,,-14.4285,,917.5072
3108,0.26,0.1083,-8.8855,-13.9727,34.7016,919.9617
3109,0.2847,0.1067,-8.262,-13.9249,35.3792,922.8738
3110,0.2469,0.0996,-9.547,-15.3349,35.0781,926.2263
3111,0.2996,0.1115,-7.4327,-13.5858,35.5494,929.9975
3112,0.3215,0.1034,-8.9641,-15.4829,35.1429,934.1616
3113,0.2791,0.099,-9.3292,-15.6142,34.9608,938.6888
3114,0.3201,0.1113,-8.1978,-14.5477,35.4729,943.5455
3115,0.3062,0.1005,-9.7335,-17.014,36.284,948.6948
3116,0.3242,0.0918,-9.6545,-16.1588,34.5839,954.0965
3117,0.3151,0.1075,-10.8327,-16.0316,35.1543,959.7074
3118,0.4264,0.0982,-11.5866,-17.4023,34.5842,965.4821
3119,0.4347,0.1033,-11.2353,-17.4236,34.78,971.3728
3120,0.4559,0.0691,-7.9587,-13.7594,33.4175,965.7183
3121,0.5135,0.0581,-9.2879,-16.2646,31.9187,969.484
3122,0.4274,0.0914,-9.6557,-15.5147,32.9076,973.0433
3123,0.5566,0.0871,-10.7313,-16.0925,33.4367,976.3625
3124,0.4265,0.0772,-9.2886,-15.3491,32.1837,979.4102
3125,0.4459,0.0599,-11.1625,-18.0485,32.9997,982.1575
3126,0.4197,0.059,-11.3792,-17.5862,32.362,984.5784
3127,0.4503,0.0774,-10.6112,-15.9716,31.9438,986.65
3128,0.4682,0.0547,-8.6276,-14.4983,32.413,988.3527
3129,0.4293,0.0497,,-15.3971,32.0948,989.6704
3130,0.5036,0.0782,-10.5695,-15.3857,31.7628,990.5909
3131,0.4403,0.0538,-10.737,-17.3639,31.9536,991.1055
3132,0.4393,0.0743,-11.4857,-17.6071,31.3103,991.2099
