elevation_m,lat,lon,lst_mean_c,ndvi_median,ndvi_std,rain_mm_per_year,sar_vh_mean_db,sar_vv_mean_db,slope_deg,zone_id,dist_to_mine_km
317.5465,21.885,80.065,30.0388,0.4189,0.1465,1508.0684,-16.6072,-9.6886,1.0679,r23_c01,15.993
315.6974,21.885,80.075,29.5959,0.4412,0.134,1508.0684,-16.265,-9.3469,1.047,r23_c02,15.173
314.1779,21.885,80.085,29.6628,0.3996,0.1291,1508.0684,-16.6882,-9.5995,1.1234,r23_c03,14.38
312.8286,21.885,80.095,29.9973,0.3996,0.1195,1508.0684,-16.8744,-9.8082,1.3511,r23_c04,13.619
315.5295,21.885,80.105,30.1698,0.3975,0.1393,1525.33,-17.0804,-9.8677,1.0911,r23_c05,12.896
316.2768,21.885,80.115,30.0047,0.3836,0.1413,1525.4644,-17.157,-9.7797,0.9828,r23_c06,12.217
314.8392,21.885,80.125,29.5782,0.4405,0.1282,1525.4644,-16.7478,-9.7037,1.1381,r23_c07,11.591
311.6971,21.885,80.135,29.2293,0.4263,0.1375,1525.4644,-16.7006,-9.735,1.1183,r23_c08,11.025
310.3671,21.885,80.145,29.046,0.4184,0.1349,1525.4644,-16.7786,-9.5404,1.0926,r23_c09,10.531
306.7915,21.885,80.155,29.0946,0.4425,0.1197,1559.2647,-16.2198,-9.2782,1.2418,r23_c10,10.118
304.8958,21.885,80.165,29.2808,0.4292,0.1252,1560.6137,-16.5854,-9.5477,1.2862,r23_c11,9.797
301.5395,21.885,80.175,29.5674,0.3367,0.1026,1560.6137,-18.8251,-11.1497,2.5566,r23_c12,9.578
308.9884,21.885,80.185,29.7804,0.3791,0.1174,1560.6137,-17.0747,-9.5389,1.2621,r23_c13,9.466
310.2518,21.885,80.195,29.6899,0.3571,0.1542,1562.2417,-17.809,-10.2206,0.8968,r23_c14,9.466
312.0907,21.885,80.205,29.5024,0.3728,0.1394,1639.0509,-17.407,-10.2021,1.2429,r23_c15,9.578
316.9066,21.885,80.215,29.3727,0.4047,0.1185,1639.0509,-16.7552,-9.963,1.459,r23_c16,9.797
340.2407,21.885,80.225,28.9638,0.6031,0.1245,1639.0509,-14.8157,-8.2505,5.5662,r23_c17,10.118
378.5003,21.885,80.235,28.3947,0.633,0.1553,1639.0509,-14.3956,-7.8508,12.1244,r23_c18,10.531
397.8112,21.885,80.245,28.1914,0.6467,0.1492,1639.0509,-14.0465,-7.5491,15.2942,r23_c19,11.025
361.153,21.885,80.255,28.3899,0.652,0.1467,1646.8551,-13.8736,-7.16,7.8078,r23_c20,11.591
332.182,21.885,80.265,28.5587,0.5921,0.1296,1646.9301,-14.9687,-8.13,1.6469,r23_c21,12.217
327.737,21.885,80.275,28.4946,0.4175,0.1275,1646.9301,-17.1961,-10.4071,1.9887,r23_c22,12.896
323.5727,21.885,80.285,28.2406,0.116,0.1888,1646.9301,-22.7525,-16.4528,1.0494,r23_c23,13.619
374.6657,21.885,80.295,27.7006,0.5091,0.1631,1646.9301,-17.2813,-10.9516,10.8425,r23_c24,14.38
506.0495,21.885,80.305,27.3333,0.6679,0.1452,1748.1106,-15.2709,-9.0618,16.0582,r23_c25,15.173
588.4075,21.885,80.315,27.1415,0.6815,0.1267,1752.3444,-14.6218,-8.1895,9.8178,r23_c26,15.993
603.8606,21.885,80.325,27.0146,0.6818,0.096,1752.3444,-13.8568,-7.1778,5.1125,r23_c27,16.837
608.8135,21.885,80.335,27.0005,0.6919,0.0983,1752.3444,-14.2052,-7.4804,3.7688,r23_c28,17.7
592.2624,21.885,80.345,27.2953,0.5548,0.1074,1750.6214,-14.928,-8.2655,4.7678,r23_c29,18.581
324.0556,21.895,80.055,30.6229,0.3415,0.1245,1508.0684,-16.9569,-9.0279,1.01,r24_c00,17.485
321.2199,21.895,80.065,30.2178,0.3855,0.1483,1508.0684,-16.8625,-9.3169,0.9818,r24_c01,16.674
317.7682,21.895,80.075,29.8191,0.3928,0.1324,1508.0684,-16.5835,-9.4667,1.0772,r24_c02,15.889
317.0659,21.895,80.085,29.83,0.4025,0.1423,1508.0684,-16.6285,-9.4003,0.9005,r24_c03,15.134
315.2887,21.895,80.095,29.999,0.4019,0.1412,1508.0684,-16.9804,-9.7767,0.9877,r24_c04,14.413
316.5257,21.895,80.105,29.8492,0.3842,0.1603,1525.33,-17.4511,-10.148,0.9205,r24_c05,13.731
316.4983,21.895,80.115,29.4252,0.4114,0.1645,1525.4644,-17.3606,-10.0926,1.1798,r24_c06,13.096
315.1719,21.895,80.125,28.9645,0.4289,0.1596,1525.4644,-17.3475,-10.2142,1.086,r24_c07,12.514
314.261,21.895,80.135,28.8358,0.4193,0.1488,1525.4644,-17.0082,-9.9442,0.9925,r24_c08,11.992
308.9335,21.895,80.145,29.0804,0.379,0.0977,1525.4644,-16.6807,-9.1536,1.6326,r24_c09,11.539
310.8387,21.895,80.155,29.2826,0.4204,0.1245,1559.2643,-16.5415,-9.4373,1.2576,r24_c10,11.164
306.4526,21.895,80.165,29.277,0.4004,0.1383,1560.6137,-17.1409,-9.7894,1.1961,r24_c11,10.874
301.7719,21.895,80.175,29.4538,0.3511,0.1009,1560.6137,-18.2513,-10.7222,2.3579,r24_c12,10.676
314.2398,21.895,80.185,29.7758,0.3616,0.1132,1560.6137,-17.4917,-10.183,2.1151,r24_c13,10.576
314.7707,21.895,80.195,29.7296,0.3706,0.1346,1562.2422,-17.3401,-10.1606,1.9537,r24_c14,10.576
315.618,21.895,80.205,29.5521,0.3892,0.1207,1639.0509,-17.1914,-10.3988,1.5642,r24_c15,10.676
324.1691,21.895,80.215,29.4274,0.3519,0.0988,1639.0509,-17.4573,-10.4704,1.8149,r24_c16,10.874
335.3504,21.895,80.225,28.8775,0.589,0.1072,1639.0509,-14.8341,-8.1136,1.5729,r24_c17,11.164
383.9031,21.895,80.235,28.115,0.6465,0.1324,1639.0509,-15.345,-8.8239,9.2844,r24_c18,11.539
507.7402,21.895,80.245,27.8407,0.6484,0.1579,1639.0509,-14.4051,-7.992,21.9754,r24_c19,11.992
467.6096,21.895,80.255,27.9293,0.6197,0.1713,1646.8553,-13.0858,-6.4932,18.3977,r24_c20,12.514
370.6835,21.895,80.265,28.0573,0.6469,0.1455,1646.9301,-13.8019,-7.0473,9.0729,r24_c21,13.096
348.6662,21.895,80.275,27.988,0.5945,0.1199,1646.9301,-14.8018,-8.1298,4.6376,r24_c22,13.731
343.3356,21.895,80.285,27.7532,0.5449,0.1242,1646.9301,-16.3282,-9.5797,2.4321,r24_c23,14.413
341.4017,21.895,80.295,27.3507,0.6005,0.1098,1646.9301,-15.236,-8.8141,3.7119,r24_c24,15.134
413.5169,21.895,80.305,27.014,0.6553,0.133,1748.1093,-15.3607,-8.9688,16.0597,r24_c25,15.889
569.1698,21.895,80.315,26.8299,0.638,0.1352,1752.3444,-14.9821,-8.4794,14.7448,r24_c26,16.674
619.0356,21.895,80.325,26.7521,0.6781,0.1086,1752.3444,-14.6659,-8.1704,8.2866,r24_c27,17.485
653.2394,21.895,80.335,26.8603,0.6794,0.1191,1752.3444,-13.7592,-7.1335,9.9383,r24_c28,18.318
587.7271,21.895,80.345,26.977,0.6578,0.1017,1750.6209,-13.959,-7.203,4.5899,r24_c29,19.17
325.4664,21.905,80.055,30.6291,0.3579,0.1324,1514.3783,-16.9681,-9.305,1.0197,r25_c00,18.178
321.2303,21.905,80.065,30.4311,0.3606,0.1318,1514.3785,-16.8861,-9.2451,1.014,r25_c01,17.4
320.8164,21.905,80.075,30.1168,0.3764,0.1305,1514.3785,-16.6211,-9.2149,1.0875,r25_c02,16.649
318.7752,21.905,80.085,29.902,0.3943,0.1621,1514.3785,-16.9123,-9.4763,0.9704,r25_c03,15.929
317.5881,21.905,80.095,29.7056,0.4016,0.1516,1514.3785,-17.2279,-9.7298,0.9677,r25_c04,15.246
316.4393,21.905,80.105,29.3655,0.4309,0.1498,1540.3788,-16.9804,-9.7336,1.2114,r25_c05,14.604
311.631,21.905,80.115,29.1017,0.4252,0.113,1540.5815,-16.8214,-9.7188,1.4918,r25_c06,14.008
310.1154,21.905,80.125,28.9058,0.434,0.1074,1540.5815,-16.7672,-9.6034,1.486,r25_c07,13.465
309.8141,21.905,80.135,28.8438,0.457,0.1173,1540.5815,-15.9271,-9.156,1.5328,r25_c08,12.982
305.0338,21.905,80.145,28.9878,0.4456,0.1116,1540.5815,-15.9381,-9.0295,1.5172,r25_c09,12.565
304.8335,21.905,80.155,29.2241,0.395,0.1158,1577.8635,-17.6539,-10.4829,1.9487,r25_c10,12.221
304.4683,21.905,80.165,29.2761,0.3714,0.1131,1579.352,-18.4001,-11.0571,2.2172,r25_c11,11.957
303.6964,21.905,80.175,29.2378,0.4657,0.1148,1579.352,-16.7711,-9.5742,2.1893,r25_c12,11.778
307.713,21.905,80.185,29.2952,0.4926,0.1144,1579.352,-15.9484,-8.8843,1.6854,r25_c13,11.687
319.1834,21.905,80.195,29.2547,0.5337,0.1222,1584.0228,-15.568,-8.6474,2.0513,r25_c14,11.687
326.1988,21.905,80.205,29.1063,0.4906,0.1256,1804.4695,-16.0095,-9.0439,2.0769,r25_c15,11.778
330.7921,21.905,80.215,28.9281,0.4832,0.1139,1804.4693,-16.1262,-9.1696,2.2154,r25_c16,11.957
351.0156,21.905,80.225,28.5074,0.6085,0.1217,1804.4642,-14.8971,-8.0929,4.7482,r25_c17,12.221
365.2794,21.905,80.235,28.0149,0.5987,0.1159,1804.4642,-15.0375,-8.23,4.8146,r25_c18,12.565
407.8681,21.905,80.245,27.6019,0.6612,0.1236,1804.4695,-15.1825,-8.5745,10.5079,r25_c19,12.982
576.5387,21.905,80.255,27.2879,0.6837,0.1436,1770.2304,-15.524,-9.1323,17.239,r25_c20,13.465
551.1611,21.905,80.265,27.2169,0.6624,0.1474,1769.9022,-12.9997,-6.3478,15.2165,r25_c21,14.008
547.1868,21.905,80.275,27.3308,0.6358,0.1612,1769.9022,-13.8369,-7.3085,17.3029,r25_c22,14.604
500.5609,21.905,80.285,27.4186,0.6312,0.1649,1769.9022,-12.4285,-5.8075,17.3216,r25_c23,15.246
493.196,21.905,80.295,27.2699,0.6367,0.1493,1769.9022,-14.8415,-8.4019,18.0075,r25_c24,15.929
563.5876,21.905,80.305,26.8904,0.6973,0.1171,1675.098,-14.0018,-7.4154,13.8426,r25_c25,16.649
545.356,21.905,80.315,26.5524,0.7098,0.1049,1671.129,-14.0329,-7.202,8.0623,r25_c26,17.4
578.2102,21.905,80.325,26.4177,0.7047,0.1053,1671.129,-14.5186,-7.7881,5.5886,r25_c27,18.178
617.3715,21.905,80.335,26.5259,0.6745,0.1046,1671.1291,-14.2604,-7.6378,6.7405,r25_c28,18.981
597.5445,21.905,80.345,26.8319,0.6328,0.1295,1672.2892,-14.3844,-7.6233,7.2598,r25_c29,19.804
327.4663,21.915,80.055,30.4358,0.3422,0.1252,1514.3961,-17.1009,-9.3812,1.0879,r26_c00,18.911
325.1332,21.915,80.065,30.4292,0.3382,0.1253,1514.3961,-17.0274,-9.4745,1.027,r26_c01,18.164
323.0949,21.915,80.075,30.0808,0.3785,0.1468,1514.3961,-16.984,-9.5103,1.0429,r26_c02,17.446
317.9062,21.915,80.085,29.886,0.3888,0.1258,1514.3961,-16.7088,-9.0648,1.1606,r26_c03,16.761
315.0831,21.915,80.095,29.7553,0.4061,0.1097,1514.3961,-16.922,-9.3935,1.472,r26_c04,16.113
312.3022,21.915,80.105,29.4407,0.4251,0.1098,1540.4203,-16.8385,-9.9593,1.3109,r26_c05,15.507
312.8601,21.915,80.115,29.1586,0.4122,0.1189,1540.6237,-17.3055,-10.1005,1.3742,r26_c06,14.947
312.2473,21.915,80.125,28.9205,0.4499,0.1318,1540.6237,-16.7725,-9.783,1.3407,r26_c07,14.44
309.394,21.915,80.135,28.7927,0.4941,0.1204,1540.6237,-15.7055,-9.0823,1.4227,r26_c08,13.991
306.3987,21.915,80.145,28.8799,0.4373,0.1184,1540.6237,-16.6973,-9.7143,1.8392,r26_c09,13.605
304.2467,21.915,80.155,29.0481,0.3541,0.1126,1577.916,-18.4767,-11.2442,2.4083,r26_c10,13.288
305.2599,21.915,80.165,29.2253,0.4437,0.1346,1579.4043,-16.7582,-9.8527,1.2122,r26_c11,13.045
308.2646,21.915,80.175,29.2467,0.4765,0.1266,1579.4043,-16.4625,-9.4681,1.2902,r26_c12,12.881
309.5997,21.915,80.185,29.3234,0.5213,0.1202,1579.4043,-15.4776,-8.5779,1.4122,r26_c13,12.798
315.356,21.915,80.195,29.2458,0.5454,0.1406,1584.0853,-15.3577,-8.3886,1.559,r26_c14,12.798
320.0859,21.915,80.205,29.0456,0.5012,0.12,1804.9315,-15.6179,-8.6444,1.871,r26_c15,12.881
332.1549,21.915,80.215,28.6646,0.5799,0.1285,1804.9315,-14.8669,-7.8257,1.8421,r26_c16,13.045
342.6721,21.915,80.225,28.2838,0.5836,0.126,1804.9315,-14.9025,-7.895,1.7754,r26_c17,13.288
356.0536,21.915,80.235,27.9709,0.6122,0.1175,1804.9315,-14.8962,-7.9522,1.8737,r26_c18,13.605
384.7278,21.915,80.245,27.5411,0.6475,0.1355,1804.9315,-15.0113,-8.3806,7.0541,r26_c19,13.991
504.4576,21.915,80.255,27.1224,0.6743,0.1488,1770.5762,-15.5826,-9.159,22.5644,r26_c20,14.44
593.8692,21.915,80.265,26.9166,0.6842,0.1358,1770.2457,-13.9624,-7.3134,8.6295,r26_c21,14.947
604.5467,21.915,80.275,26.933,0.6931,0.1258,1770.2457,-14.7601,-8.1579,9.2207,r26_c22,15.507
612.0673,21.915,80.285,26.9745,0.678,0.1378,1770.2457,-14.1074,-7.3971,6.6103,r26_c23,16.113
603.9218,21.915,80.295,26.9476,0.683,0.1234,1770.2457,-14.2005,-7.4887,10.37,r26_c24,16.761
583.6711,21.915,80.305,26.8712,0.6622,0.1187,1674.8921,-13.766,-6.9548,12.2806,r26_c25,17.446
576.484,21.915,80.315,26.7711,0.6602,0.1242,1670.9022,-14.5282,-7.7284,9.3812,r26_c26,18.164
593.9865,21.915,80.325,26.5322,0.7109,0.092,1670.9022,-14.0324,-7.3037,4.5654,r26_c27,18.911
595.2105,21.915,80.335,26.4671,0.6975,0.0868,1670.9022,-14.1061,-7.4497,4.4065,r26_c28,19.684
583.4037,21.915,80.345,26.7045,0.6438,0.119,1672.0687,-14.185,-7.4687,7.37,r26_c29,20.479
327.6168,21.925,80.055,29.8046,0.3848,0.1221,1514.3961,-16.9543,-9.2595,1.1869,r27_c00,19.68
324.2407,21.925,80.065,29.8696,0.3568,0.1178,1514.3961,-16.9154,-9.2332,1.0963,r27_c01,18.963
319.9951,21.925,80.075,29.6917,0.3985,0.1338,1514.3961,-16.7142,-9.3633,1.0433,r27_c02,18.277
316.3397,21.925,80.085,29.5606,0.3626,0.1132,1514.3961,-17.3321,-9.6444,1.2136,r27_c03,17.624
316.3396,21.925,80.095,29.4193,0.4128,0.1239,1514.3961,-16.9502,-9.5507,1.1967,r27_c04,17.009
314.7484,21.925,80.105,29.0971,0.4498,0.1229,1540.4203,-16.5533,-9.5902,1.2513,r27_c05,16.436
316.1439,21.925,80.115,28.732,0.4611,0.1346,1540.6237,-16.8838,-9.8639,1.1151,r27_c06,15.909
312.6011,21.925,80.125,28.5805,0.4907,0.1209,1540.6237,-16.1903,-9.3908,1.2454,r27_c07,15.433
311.5416,21.925,80.135,28.6443,0.4543,0.1237,1540.6237,-16.4291,-9.4448,1.47,r27_c08,15.014
305.1672,21.925,80.145,28.9193,0.3483,0.1108,1540.6237,-18.6594,-11.4128,2.4735,r27_c09,14.655
311.2946,21.925,80.155,29.2049,0.4406,0.1205,1577.916,-16.3716,-9.5006,1.4085,r27_c10,14.361
310.6357,21.925,80.165,29.3257,0.4276,0.1265,1579.4043,-16.5644,-9.5501,1.7155,r27_c11,14.137
312.0748,21.925,80.175,29.5309,0.4048,0.1268,1579.4043,-16.792,-9.657,1.1592,r27_c12,13.985
310.1641,21.925,80.185,29.7289,0.4203,0.126,1579.4043,-16.4886,-9.5148,1.2983,r27_c13,13.909
314.0712,21.925,80.195,29.6222,0.4877,0.1352,1584.0854,-15.9943,-9.0218,1.5732,r27_c14,13.909
321.1984,21.925,80.205,29.354,0.4659,0.1246,1804.9315,-16.2405,-9.4869,1.6221,r27_c15,13.985
329.7028,21.925,80.215,28.7948,0.5981,0.1235,1804.9315,-14.9536,-8.0124,1.6771,r27_c16,14.137
336.8012,21.925,80.225,28.3042,0.5877,0.1236,1804.9315,-14.9732,-8.199,2.578,r27_c17,14.361
345.3819,21.925,80.235,27.9816,0.5711,0.1176,1804.9315,-15.3849,-8.5317,2.7836,r27_c18,14.655
454.9514,21.925,80.245,27.4786,0.6894,0.1314,1804.9315,-16.2465,-9.8998,17.5347,r27_c19,15.014
636.9876,21.925,80.255,26.9839,0.7234,0.1186,1770.5762,-14.5499,-7.9023,11.5202,r27_c20,15.433
606.6203,21.925,80.265,26.8297,0.708,0.1255,1770.2457,-14.2298,-7.3822,5.3543,r27_c21,15.909
625.1431,21.925,80.275,26.8516,0.7029,0.1417,1770.2457,-14.5634,-7.8328,7.3912,r27_c22,16.436
615.3799,21.925,80.285,26.9175,0.6905,0.1429,1770.2457,-13.9444,-7.0998,4.7981,r27_c23,17.009
613.3835,21.925,80.295,26.8959,0.6928,0.1358,1770.2457,-14.331,-7.5441,6.4535,r27_c24,17.624
605.3549,21.925,80.305,26.9619,0.6542,0.1342,1674.8921,-14.48,-7.6474,5.7501,r27_c25,18.277
592.9897,21.925,80.315,27.0421,0.6589,0.127,1670.9022,-14.0323,-7.2295,7.0006,r27_c26,18.963
596.4675,21.925,80.325,26.9283,0.6743,0.1201,1670.9022,-14.3373,-7.5581,6.0137,r27_c27,19.68
585.107,21.925,80.335,26.7593,0.6819,0.101,1670.9022,-13.9017,-7.1389,6.2213,r27_c28,20.423
567.9621,21.925,80.345,26.8047,0.608,0.0976,1672.0687,-14.5481,-7.8293,4.9308,r27_c29,21.191
326.9246,21.935,80.055,29.7575,0.3704,0.1296,1514.3961,-16.8747,-9.3813,1.3182,r28_c00,20.48
323.1496,21.935,80.065,29.5755,0.3934,0.1368,1514.3961,-16.7851,-9.4681,1.0293,r28_c01,19.792
320.1847,21.935,80.075,29.3128,0.3966,0.134,1514.3961,-16.9392,-9.7181,0.9815,r28_c02,19.136
317.096,21.935,80.085,29.1145,0.3681,0.1134,1514.3961,-17.2748,-9.6967,1.1715,r28_c03,18.513
317.7177,21.935,80.095,28.8824,0.4177,0.1332,1514.3961,-16.6816,-9.2626,1.0254,r28_c04,17.929
316.9648,21.935,80.105,28.7008,0.4541,0.1328,1540.4203,-16.748,-9.7404,1.1847,r28_c05,17.386
315.1476,21.935,80.115,28.7002,0.4279,0.1332,1540.6237,-16.8627,-9.9029,1.4884,r28_c06,16.889
309.4985,21.935,80.125,28.7619,0.439,0.1143,1540.6237,-16.8152,-9.9728,1.6375,r28_c07,16.442
308.0149,21.935,80.135,28.9455,0.3726,0.0985,1540.6237,-17.7563,-10.5973,2.2757,r28_c08,16.048
310.3273,21.935,80.145,29.225,0.4177,0.1269,1540.6237,-17.2034,-10.0153,1.9615,r28_c09,15.713
316.0547,21.935,80.155,29.4154,0.3598,0.1755,1577.916,-17.6434,-10.3092,1.0304,r28_c10,15.44
315.0029,21.935,80.165,29.5298,0.3567,0.1798,1579.4043,-17.6274,-10.4196,0.9571,r28_c11,15.231
313.1001,21.935,80.175,29.7143,0.3945,0.1254,1579.4043,-16.8358,-9.7208,1.112,r28_c12,15.091
315.0776,21.935,80.185,29.7497,0.498,0.1302,1579.4043,-15.7376,-9.0627,1.308,r28_c13,15.02
320.7202,21.935,80.195,29.517,0.4978,0.1203,1584.0853,-15.8835,-9.0938,1.4924,r28_c14,15.02
329.3942,21.935,80.205,29.0597,0.5702,0.1429,1804.9315,-15.2359,-8.5269,1.5343,r28_c15,15.091
339.9396,21.935,80.215,28.494,0.6272,0.1325,1804.9315,-14.8649,-8.0403,2.7766,r28_c16,15.231
382.8563,21.935,80.225,27.965,0.6438,0.1447,1804.9315,-15.1829,-8.5581,11.6689,r28_c17,15.44
487.3852,21.935,80.235,27.641,0.6548,0.1436,1804.9315,-14.387,-7.823,18.6272,r28_c18,15.713
474.8498,21.935,80.245,27.3219,0.6808,0.1407,1804.9315,-14.4275,-7.7516,15.5687,r28_c19,16.048
562.6974,21.935,80.255,26.9498,0.6938,0.1262,1770.5751,-15.0901,-8.4135,10.6958,r28_c20,16.442
612.439,21.935,80.265,26.8352,0.7026,0.1237,1770.2457,-14.645,-7.8344,4.8682,r28_c21,16.889
645.9534,21.935,80.275,26.8027,0.7127,0.1245,1770.2457,-14.5181,-7.701,6.6446,r28_c22,17.386
625.7259,21.935,80.285,26.8472,0.7053,0.1288,1770.2457,-14.2028,-7.3304,3.7697,r28_c23,17.929
620.4741,21.935,80.295,26.8962,0.6933,0.1363,1770.2457,-14.5143,-7.6838,3.4065,r28_c24,18.513
610.1108,21.935,80.305,26.9267,0.6875,0.1411,1674.8951,-14.4993,-7.6607,3.665,r28_c25,19.136
629.6326,21.935,80.315,26.992,0.6736,0.123,1670.9022,-14.0289,-7.2382,12.5619,r28_c26,19.792
580.6147,21.935,80.325,27.0243,0.6568,0.1217,1670.9022,-13.9159,-7.1027,8.1227,r28_c27,20.48
571.182,21.935,80.335,26.9764,0.6524,0.1067,1670.9022,-14.212,-7.4933,6.7184,r28_c28,21.195
581.1899,21.935,80.345,26.9444,0.6481,0.1358,1672.0687,-14.5039,-7.6895,5.8283,r28_c29,21.936
326.5943,21.945,80.055,30.0172,0.3561,0.0964,1514.3961,-16.7671,-8.6944,1.4256,r29_c00,21.308
322.9107,21.945,80.065,29.7337,0.375,0.1211,1514.3961,-16.9833,-9.6551,0.9534,r29_c01,20.648
319.882,21.945,80.075,29.4221,0.3872,0.1395,1514.3961,-16.9757,-9.8349,0.8295,r29_c02,20.02
318.9108,21.945,80.085,29.1493,0.3977,0.1352,1514.3961,-16.7815,-9.3759,1.0216,r29_c03,19.426
319.1382,21.945,80.095,29.0297,0.41,0.1466,1514.3961,-16.8995,-9.5325,0.98,r29_c04,18.87
317.1343,21.945,80.105,29.1422,0.4094,0.1248,1540.4203,-16.9868,-9.9168,1.4715,r29_c05,18.355
306.8381,21.945,80.115,29.2886,0.3075,0.1036,1540.6237,-19.6865,-12.0592,2.5727,r29_c06,17.885
308.7426,21.945,80.125,29.303,0.3936,0.1099,1540.6237,-17.1874,-10.0613,1.6982,r29_c07,17.463
314.7347,21.945,80.135,29.4257,0.4268,0.1222,1540.6237,-16.4524,-9.4343,1.4901,r29_c08,17.093
316.3932,21.945,80.145,29.6051,0.386,0.1329,1540.6237,-16.9624,-9.6712,1.2275,r29_c09,16.779
318.41,21.945,80.155,29.7206,0.3465,0.1365,1577.9155,-17.0687,-9.5963,1.3265,r29_c10,16.523
316.3239,21.945,80.165,29.7461,0.3883,0.1392,1579.4043,-17.021,-9.6565,1.1279,r29_c11,16.328
318.4328,21.945,80.175,29.6909,0.4279,0.1142,1579.4043,-16.7926,-9.7804,1.4734,r29_c12,16.197
323.0162,21.945,80.185,29.5063,0.5106,0.116,1579.4043,-15.5856,-8.8692,1.4577,r29_c13,16.132
330.564,21.945,80.195,29.0646,0.5365,0.1325,1584.0867,-15.5703,-8.9553,1.6706,r29_c14,16.132
388.2423,21.945,80.205,28.4252,0.6527,0.1532,1804.9315,-15.3901,-8.8435,11.2038,r29_c15,16.197
498.7005,21.945,80.215,27.8233,0.6794,0.1657,1804.9315,-14.7701,-8.3403,14.4802,r29_c16,16.328
541.8413,21.945,80.225,27.437,0.6866,0.1523,1804.9315,-14.3681,-7.8938,11.1888,r29_c17,16.523
576.5671,21.945,80.235,27.2448,0.6807,0.1472,1804.9315,-14.5368,-7.9356,5.1847,r29_c18,16.779
577.4174,21.945,80.245,27.1138,0.6831,0.1399,1804.9315,-14.5104,-7.7798,5.6855,r29_c19,17.093
604.1969,21.945,80.255,26.9815,0.708,0.121,1770.5763,-14.2629,-7.4981,6.9447,r29_c20,17.463
595.8326,21.945,80.265,26.85,0.6876,0.1181,1770.2457,-14.4017,-7.5843,3.2576,r29_c21,17.885
614.1337,21.945,80.275,26.8202,0.6891,0.1253,1770.2457,-14.6911,-7.8416,4.3615,r29_c22,18.355
621.5584,21.945,80.285,26.7966,0.7058,0.1199,1770.2457,-14.3881,-7.5199,4.552,r29_c23,18.87
609.0368,21.945,80.295,26.7562,0.7034,0.1215,1770.2457,-14.262,-7.4477,3.2945,r29_c24,19.426
594.8989,21.945,80.305,26.7793,0.6884,0.116,1674.8934,-14.0668,-7.233,3.241,r29_c25,20.02
583.0563,21.945,80.315,26.8474,0.6818,0.1254,1670.9022,-14.124,-7.3166,3.7283,r29_c26,20.648
570.6321,21.945,80.325,26.9887,0.6654,0.1323,1670.9022,-14.0983,-7.3442,6.2004,r29_c27,21.308
576.7673,21.945,80.335,26.9609,0.6715,0.1414,1670.9022,-14.5356,-7.8138,6.6445,r29_c28,21.996
592.7355,21.945,80.345,26.9694,0.673,0.1447,1672.0691,-14.4327,-7.6293,4.2849,r29_c29,22.711
